region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Alexander County,Illinois,37.3215245,36.9978699,-89.1642841,-89.5041968,37.0624920471204,-89.2381548601441,1047.2,147,12.369109947644,77.7777777777778,801,1484,1161,1352,2570,30,7368,7.5,1842,218460.342877197,480925.176831055,345437.638739014,397469.538842773,817894.850463867,9060.74765625,2260187.5477539,"[[0,38],[5,52],[10,32],[15,12],[20,5],[25,4],[30,1],[65,1],[120,1],[325,1]]",1907.14212213867,0
Allegan County,Michigan,42.7687269,42.4196568,-85.543376,-86.2699384,42.658773841559,-85.8878336825555,935.85,5824,40.470479704797,66.3779348073855,50311,114195,81902,112408,487110,42,845926,10.5,211481.5,12487704.2424286,33034686.3590027,21318368.6622864,30687850.1421387,138943187.912763,11165.69296875,236471797.318619,"[[0,1262],[5,1514],[10,1006],[15,599],[20,287],[25,200],[30,101],[35,96],[40,81],[45,54],[50,37],[55,39],[60,58],[65,35],[70,33],[75,19],[80,25],[85,29],[90,13],[95,15],[100,4],[105,9],[110,10],[115,12],[120,10],[125,11],[130,14],[135,7],[140,9],[145,3],[150,4],[155,5],[160,10],[165,4],[170,7],[175,3],[180,4],[185,5],[190,6],[195,4],[200,3],[210,3],[215,2],[220,4],[225,2],[230,2],[235,3],[240,1],[245,3],[250,1],[255,3],[260,4],[265,1],[270,1],[275,2],[280,1],[285,2],[290,2],[295,2],[300,4],[305,1],[315,3],[320,2],[330,1],[340,2],[345,2],[355,3],[360,1],[365,2],[370,1],[385,1],[405,1],[410,1],[415,2],[420,2],[425,2],[430,1],[435,1],[440,2],[445,1],[460,2],[470,2],[475,2],[480,2],[485,1],[495,1],[510,3],[515,1],[530,1],[555,2],[560,1],[585,1],[600,1],[605,1],[610,2],[635,1],[640,1],[655,1],[660,3],[665,1],[670,2],[695,2],[705,1],[720,1],[745,1],[760,2],[780,1],[810,1],[815,1],[835,1],[855,1],[865,2],[875,1],[885,1],[890,1],[920,1],[935,1],[940,1],[960,1],[975,1],[980,1],[990,1],[995,34],[1000,12]]",186252.571136063,8
Allegany County,Maryland,39.7228816,39.4444229,-78.3284139,-79.0534268,39.6347720768513,-78.8234408439751,975.8,6206,48.4888155273493,72.8489259302735,17721,54470,48573,44338,244862,26,409964,6.5,102491,4496948.39274292,16805819.0957214,13609774.1788452,12120351.373114,71574135.449634,7432.30827636719,118607028.490057,"[[0,2206],[5,2042],[10,882],[15,351],[20,162],[25,104],[30,52],[35,56],[40,33],[45,43],[50,27],[55,27],[60,16],[65,16],[70,19],[75,7],[80,9],[85,6],[90,11],[95,8],[100,3],[105,6],[110,6],[115,5],[120,5],[125,4],[130,1],[135,1],[140,2],[145,2],[150,1],[155,1],[160,5],[165,3],[170,4],[175,3],[180,2],[185,3],[190,4],[200,1],[210,7],[215,2],[225,2],[235,2],[240,2],[245,1],[250,1],[255,1],[260,2],[265,3],[275,1],[285,1],[295,1],[305,1],[310,2],[350,2],[355,1],[365,1],[380,1],[385,2],[390,1],[400,2],[410,1],[430,1],[435,1],[450,1],[455,1],[475,1],[515,1],[580,1],[585,1],[595,1],[610,1],[670,1],[685,1],[780,1],[790,1],[795,1],[825,1],[845,1],[910,1],[925,1],[950,1],[990,1],[995,4],[1000,2]]",98189.2981710271,0
Allegheny County,Pennsylvania,40.6742875,40.1956003,-79.6936053,-80.3518899,40.4464054792511,-79.963771429614,948.6,283639,84.4980424772298,68.0924258792462,947681,2799719,2051441,2309508,6351232,23,14459581,5.75,3614895.25,234702305.822881,819776786.675615,546143094.679071,624711860.113964,1807848432.93679,6184.44975585938,4033182480.22826,"[[0,122243],[5,99392],[10,33952],[15,8919],[20,3750],[25,2235],[30,1667],[35,1227],[40,1052],[45,834],[50,675],[55,581],[60,491],[65,407],[70,376],[75,350],[80,293],[85,294],[90,276],[95,199],[100,188],[105,198],[110,160],[115,153],[120,150],[125,158],[130,141],[135,123],[140,128],[145,102],[150,96],[155,98],[160,74],[165,68],[170,76],[175,83],[180,66],[185,74],[190,62],[195,63],[200,57],[205,48],[210,53],[215,46],[220,42],[225,33],[230,31],[235,47],[240,44],[245,42],[250,37],[255,35],[260,37],[265,29],[270,29],[275,14],[280,35],[285,32],[290,22],[295,33],[300,33],[305,25],[310,25],[315,15],[320,24],[325,24],[330,23],[335,22],[340,18],[345,16],[350,17],[355,16],[360,20],[365,19],[370,19],[375,16],[380,16],[385,16],[390,15],[395,16],[400,20],[405,16],[410,17],[415,19],[420,18],[425,8],[430,19],[435,11],[440,15],[445,11],[450,16],[455,14],[460,13],[465,14],[470,15],[475,17],[480,14],[485,7],[490,11],[495,8],[500,4],[505,8],[510,7],[515,5],[520,8],[525,7],[530,9],[535,6],[540,9],[545,8],[550,7],[555,8],[560,8],[565,5],[570,10],[575,3],[580,4],[585,5],[590,8],[595,7],[600,7],[605,4],[610,5],[615,3],[620,5],[625,12],[630,4],[635,7],[640,3],[645,6],[650,2],[655,9],[660,3],[665,1],[670,6],[675,2],[680,7],[685,7],[690,4],[695,6],[700,4],[705,3],[710,5],[715,3],[720,5],[725,1],[730,4],[735,7],[740,6],[745,4],[750,3],[760,7],[765,5],[770,9],[775,6],[780,4],[790,1],[795,3],[800,5],[810,5],[815,5],[820,3],[825,8],[830,7],[835,3],[840,6],[845,3],[850,7],[855,3],[860,4],[865,5],[870,2],[875,2],[880,4],[885,6],[890,4],[895,1],[900,2],[905,3],[910,2],[915,3],[920,5],[925,3],[930,2],[935,3],[940,4],[945,2],[950,5],[955,5],[960,6],[965,2],[970,6],[975,3],[980,4],[985,5],[990,15],[995,197],[1000,62]]",3338886.08601718,606
Allen County,Ohio,40.9162947,40.6575261,-83.8844482,-84.3873043,40.7551989559896,-84.1308248365862,961.35,7412,52.0656871218669,61.5205843293493,39090,99795,47207,75439,447528,27,709059,6.75,177264.75,9775038.14707032,30092877.6710571,12755874.6517334,20830144.6013428,130946269.929608,7415.00758056641,204400205.000811,"[[0,2729],[5,2058],[10,935],[15,479],[20,217],[25,132],[30,101],[35,66],[40,54],[45,61],[50,42],[55,41],[60,31],[65,20],[70,17],[75,24],[80,20],[85,27],[90,25],[95,21],[100,16],[105,8],[110,18],[115,18],[120,6],[125,9],[130,9],[135,9],[140,13],[145,6],[150,5],[155,8],[160,4],[165,4],[170,10],[175,6],[180,5],[185,4],[190,6],[195,4],[200,5],[205,4],[210,1],[215,5],[220,3],[225,1],[230,3],[235,2],[245,4],[250,4],[255,2],[260,1],[270,1],[275,1],[280,1],[285,1],[290,1],[295,3],[300,1],[305,3],[310,1],[315,2],[320,2],[325,3],[330,4],[335,2],[340,1],[350,1],[355,2],[365,1],[375,3],[385,2],[395,3],[400,1],[405,1],[410,2],[415,2],[450,1],[455,1],[460,1],[465,1],[470,1],[485,3],[495,1],[505,1],[540,3],[565,1],[570,2],[580,2],[585,1],[600,1],[605,1],[610,1],[620,3],[625,1],[705,1],[710,1],[720,1],[735,1],[760,1],[770,1],[775,1],[800,1],[850,1],[860,1],[865,1],[880,1],[900,2],[920,1],[945,1],[975,1],[990,1],[995,18],[1000,2]]",169213.519051497,4
Allen County,Indiana,41.2685906,40.9172251,-84.8036867,-85.3374868,41.0993088794796,-85.1308302665388,965.6,102666,95.8154545257202,77.5329265345578,471233,1603745,1052175,1372713,3106669,33,7606535,8.25,1901633.75,118570954.251565,478219558.290465,279544292.16838,378695968.231122,905582260.496932,9276.11682128906,2160613033.43848,"[[0,26003],[5,34474],[10,20614],[15,9399],[20,3410],[25,1534],[30,912],[35,668],[40,506],[45,456],[50,348],[55,357],[60,259],[65,239],[70,197],[75,220],[80,183],[85,155],[90,127],[95,137],[100,110],[105,109],[110,93],[115,103],[120,76],[125,80],[130,72],[135,76],[140,67],[145,45],[150,49],[155,35],[160,46],[165,37],[170,34],[175,39],[180,40],[185,31],[190,41],[195,30],[200,33],[205,25],[210,28],[215,30],[220,24],[225,27],[230,27],[235,21],[240,17],[245,22],[250,18],[255,15],[260,28],[265,14],[270,13],[275,12],[280,12],[285,18],[290,20],[295,13],[300,16],[305,16],[310,11],[315,14],[320,17],[325,5],[330,8],[335,9],[340,13],[345,6],[350,15],[355,15],[360,13],[365,12],[370,18],[375,8],[380,19],[385,10],[390,13],[395,8],[400,4],[405,8],[410,5],[415,9],[420,11],[425,7],[430,6],[435,9],[440,2],[445,6],[450,5],[455,7],[460,8],[465,5],[470,6],[475,2],[480,6],[485,6],[490,4],[495,4],[500,5],[505,6],[510,5],[515,4],[520,13],[525,8],[530,2],[535,4],[540,7],[545,3],[550,6],[555,8],[560,10],[565,4],[570,3],[575,6],[580,4],[585,2],[590,7],[595,2],[600,5],[605,1],[610,9],[615,2],[620,6],[625,4],[630,4],[635,4],[640,6],[655,3],[660,7],[670,5],[675,1],[680,5],[685,3],[690,2],[695,2],[705,3],[710,1],[715,3],[720,3],[725,1],[730,2],[735,4],[740,2],[750,6],[755,3],[760,3],[765,4],[775,3],[780,5],[785,2],[790,3],[795,1],[800,1],[805,3],[810,2],[815,3],[820,3],[825,4],[830,2],[835,2],[840,3],[845,2],[850,3],[860,2],[865,3],[880,1],[885,4],[890,2],[895,2],[900,1],[905,2],[910,1],[915,2],[920,2],[925,3],[930,1],[935,1],[940,3],[955,1],[965,3],[970,1],[975,1],[980,2],[990,10],[995,120],[1000,49]]",1788672.05487978,119
Amherst County,Virginia,37.7172527,37.4034717,-79.0066921,-79.3658935,37.4662225936508,-79.1080128608785,1065.9,1755,42.6647426647427,65.9526493799324,5118,23266,12557,13839,38986,27,93766,6.75,23441.5,1412720.93249512,7650394.86847534,3757142.16841431,4200989.56030274,12389087.7473755,8225.41264648437,29410335.277063,"[[0,599],[5,634],[10,256],[15,103],[20,41],[25,20],[30,14],[35,13],[40,9],[45,3],[50,6],[55,6],[60,9],[65,2],[70,2],[75,3],[80,4],[85,6],[95,2],[100,2],[110,2],[115,1],[120,1],[125,1],[135,1],[140,1],[150,1],[160,3],[170,1],[175,1],[190,1],[245,1],[315,1],[370,1],[590,1],[685,1],[920,1],[995,1]]",24347.4625120676,1
Anchorage,Alaska,61.4272978,60.7716624,-148.82962,-150.0565216,61.1879272782097,-149.79340281252,819.4,19334,78.8799294443745,30.8815308192375,6054,325683,118015,138077,497849,27,1085678,6.75,271419.5,1232318.50066833,76583089.0496524,25893200.8204773,30333741.0916443,109077567.421869,6191.80092773437,243119916.88431,"[[0,5825],[5,8026],[10,3169],[15,909],[20,411],[25,188],[30,102],[35,67],[40,65],[45,51],[50,50],[55,28],[60,30],[65,20],[70,24],[75,24],[80,22],[85,14],[90,16],[95,12],[100,8],[105,10],[110,6],[115,4],[120,11],[125,6],[130,6],[135,4],[140,4],[145,9],[150,8],[155,2],[160,5],[165,7],[170,7],[175,4],[180,1],[185,1],[190,4],[195,5],[200,1],[205,4],[210,3],[215,6],[220,2],[225,3],[230,1],[235,3],[240,2],[245,3],[250,4],[255,4],[260,1],[265,4],[270,3],[275,3],[280,2],[285,1],[290,1],[295,3],[300,3],[310,1],[315,1],[320,2],[325,1],[330,2],[335,4],[340,1],[350,1],[355,2],[360,1],[375,1],[380,1],[390,1],[395,3],[400,2],[405,2],[415,1],[420,1],[425,3],[430,3],[440,1],[450,1],[455,2],[460,1],[465,2],[470,1],[480,1],[485,1],[490,2],[500,1],[505,2],[510,1],[520,1],[525,1],[530,2],[540,1],[550,2],[555,1],[595,1],[600,2],[620,2],[625,1],[630,1],[635,2],[660,1],[665,2],[675,1],[685,1],[700,1],[705,1],[715,1],[755,1],[760,2],[780,1],[800,1],[810,1],[815,1],[835,1],[845,2],[895,1],[900,1],[905,1],[930,1],[935,1],[940,1],[960,1],[970,1],[990,2],[995,13],[1000,4]]",100166.702118979,80
Anderson County,South Carolina,34.8184789,34.2966873,-82.3454645,-82.9734465,34.5652966984749,-82.5985769614406,1111.8,35240,61.4942605893804,76.9365120950135,158013,526407,388276,434966,1227321,40,2734983,10,683745.75,45814763.2527955,180179284.475267,120287665.22931,137739795.006464,411996250.156384,13020.1721679687,896017758.12022,"[[0,6627],[5,10580],[10,7662],[15,4359],[20,2222],[25,987],[30,453],[35,330],[40,223],[45,206],[50,143],[55,134],[60,111],[65,77],[70,65],[75,91],[80,63],[85,68],[90,55],[95,49],[100,36],[105,50],[110,34],[115,38],[120,26],[125,21],[130,29],[135,23],[140,16],[145,16],[150,19],[155,8],[160,14],[165,15],[170,6],[175,7],[180,7],[185,10],[190,7],[195,9],[200,9],[205,4],[210,4],[215,9],[220,6],[225,7],[230,5],[235,4],[240,7],[245,6],[250,3],[255,6],[260,6],[265,6],[270,1],[275,5],[280,6],[285,5],[290,5],[295,3],[305,3],[310,2],[315,4],[320,6],[325,5],[330,2],[335,5],[340,3],[345,4],[350,1],[355,3],[360,3],[365,3],[370,3],[375,3],[380,6],[390,1],[395,4],[400,2],[405,3],[415,1],[420,3],[435,2],[440,2],[445,1],[450,1],[455,2],[460,2],[470,1],[475,3],[480,2],[485,1],[490,1],[495,1],[500,5],[505,1],[510,1],[515,1],[520,2],[530,3],[535,2],[540,1],[545,2],[550,1],[560,1],[565,2],[570,3],[590,1],[595,1],[610,2],[615,2],[635,2],[640,2],[645,1],[650,2],[655,3],[665,3],[685,1],[695,1],[715,2],[720,1],[740,1],[745,1],[750,1],[755,2],[765,2],[785,2],[790,3],[800,3],[805,1],[815,1],[825,1],[845,1],[860,1],[865,2],[885,2],[900,1],[905,1],[935,1],[940,1],[960,1],[965,1],[970,1],[975,2],[985,1],[995,56],[1000,9]]",526004.085319497,6
Anderson County,Tennessee,36.2699429,35.9734782,-83.9922406,-84.3577991,36.0762738488751,-84.1625037145779,1020,14811,84.1946616574199,76.8484408239506,97394,224320,157320,172889,603196,41,1255119,10.25,313779.75,26112523.4735169,69774757.4619203,45180673.6771243,50682733.0909363,186256994.274609,12083.7218139648,378007681.978106,"[[0,2703],[5,4413],[10,3217],[15,1828],[20,930],[25,420],[30,212],[35,113],[40,99],[45,74],[50,70],[55,55],[60,51],[65,47],[70,54],[75,31],[80,33],[85,25],[90,15],[95,26],[100,23],[105,22],[110,20],[115,11],[120,22],[125,14],[130,9],[135,11],[140,12],[145,6],[150,7],[155,8],[160,8],[165,8],[170,10],[175,6],[180,5],[185,3],[190,3],[195,2],[200,4],[205,7],[210,4],[215,3],[220,1],[225,4],[230,4],[235,3],[240,5],[245,3],[250,2],[255,2],[260,3],[265,3],[270,1],[275,4],[280,1],[285,2],[290,5],[295,1],[300,1],[305,3],[310,3],[315,1],[320,1],[325,2],[340,3],[345,1],[355,2],[360,3],[375,3],[380,2],[385,3],[390,3],[395,1],[405,1],[410,2],[415,1],[420,1],[430,2],[440,1],[445,1],[450,3],[460,1],[465,1],[470,1],[475,1],[485,1],[490,2],[505,2],[510,1],[525,1],[555,1],[560,1],[565,1],[580,2],[610,1],[615,1],[620,2],[645,3],[650,2],[665,1],[670,1],[680,1],[700,1],[715,1],[725,1],[735,1],[765,1],[770,2],[780,1],[810,2],[815,1],[850,1],[860,3],[870,2],[890,1],[910,1],[915,1],[950,1],[965,1],[995,19],[1000,10]]",288653.148294831,19
Andrew County,Missouri,40.0622827,39.8211752,-94.7161534,-94.9767758,39.9004592460717,-94.8305060253691,1070.15,1850,26.7096934342807,85.9665427509294,3943,29165,17890,23040,26795,35,100833,8.75,25208.25,1084033.87665405,9808471.09984741,5249215.12317505,6901275.0206604,8450202.21657104,10910.6141113281,31493197.3369079,"[[0,345],[5,708],[10,391],[15,174],[20,85],[25,36],[30,32],[35,11],[40,13],[45,7],[50,6],[55,6],[60,4],[65,5],[70,4],[75,4],[85,1],[90,5],[100,1],[105,1],[120,2],[130,1],[150,1],[155,2],[245,1],[350,1],[365,1],[585,1],[995,1]]",21980.3345590417,7
Androscoggin County,Maine,44.4800655,43.9084311,-69.9949846,-70.4813795,44.0905615884127,-70.2073565662071,975.8,15739,59.6104587760899,66.9602212295256,19520,194742,159465,92811,669894,25,1136432,6.25,284108,4879518.52230835,57498402.1259277,44547886.3258363,24692843.5017364,191369284.051904,7125.94241943359,322987934.527714,"[[0,5738],[5,5341],[10,1911],[15,840],[20,426],[25,262],[30,176],[35,113],[40,85],[45,67],[50,54],[55,59],[60,51],[65,36],[70,36],[75,27],[80,22],[85,24],[90,19],[95,22],[100,19],[105,20],[110,26],[115,13],[120,14],[125,23],[130,6],[135,12],[140,4],[145,7],[150,8],[155,9],[160,8],[165,8],[170,3],[175,5],[180,8],[185,9],[190,4],[195,8],[200,9],[205,3],[210,7],[215,2],[220,5],[225,4],[230,4],[235,5],[240,3],[245,9],[250,2],[255,2],[260,1],[265,2],[270,3],[275,1],[280,3],[285,2],[290,4],[295,3],[300,2],[305,1],[310,2],[315,3],[320,2],[325,3],[330,3],[335,1],[340,3],[345,3],[350,3],[355,3],[360,4],[365,4],[370,1],[375,2],[380,1],[385,1],[390,3],[395,1],[405,3],[410,1],[415,2],[420,1],[425,1],[430,2],[435,1],[440,2],[445,1],[450,1],[455,2],[465,1],[470,1],[475,1],[490,1],[495,2],[500,3],[505,2],[510,1],[520,1],[540,2],[555,1],[575,1],[585,1],[600,1],[605,1],[615,1],[620,1],[625,2],[640,1],[670,2],[675,1],[685,1],[690,1],[710,1],[715,1],[725,1],[740,3],[755,1],[775,1],[800,1],[805,1],[840,1],[845,1],[885,1],[890,1],[905,1],[925,1],[930,2],[960,1],[970,1],[980,1],[995,17],[1000,11]]",139850.643337009,15
Angelina County,Texas,31.4606802,31.1540784,-94.3359836,-94.958244,31.3291989201954,-94.7243640511092,1078.65,10772,95.9025846279086,76.1972129871967,81891,150349,125552,145801,616782,40,1120375,10,280093.75,23599389.69458,49907941.6740663,38097806.9248596,46000824.7538087,206119738.576886,12210.6251953125,363725701.624199,"[[0,2181],[5,3101],[10,1952],[15,1090],[20,554],[25,308],[30,211],[35,137],[40,120],[45,97],[50,94],[55,76],[60,63],[65,62],[70,44],[75,40],[80,38],[85,32],[90,44],[95,39],[100,19],[105,34],[110,25],[115,23],[120,25],[125,18],[130,18],[135,14],[140,16],[145,19],[150,14],[155,10],[160,11],[165,6],[170,11],[175,8],[180,6],[185,3],[190,5],[195,9],[200,6],[205,5],[210,4],[215,5],[220,5],[225,4],[230,7],[235,7],[240,3],[245,9],[250,5],[255,7],[260,1],[270,2],[275,3],[280,2],[285,5],[290,2],[295,1],[300,1],[305,2],[310,2],[315,3],[320,1],[325,2],[330,1],[335,1],[340,1],[345,3],[350,2],[360,1],[365,2],[370,2],[380,2],[385,1],[390,1],[395,3],[405,3],[410,1],[420,2],[445,2],[450,2],[455,1],[465,1],[470,1],[475,1],[480,1],[490,1],[495,2],[500,2],[510,2],[530,1],[535,2],[540,1],[550,2],[570,1],[575,1],[580,2],[585,1],[590,1],[610,3],[620,1],[640,1],[645,2],[670,1],[690,1],[695,1],[700,2],[710,1],[720,1],[745,1],[755,1],[775,1],[780,1],[795,1],[830,1],[910,1],[930,1],[960,1],[995,19],[1000,5]]",197484.030686642,17
Anne Arundel County,Maryland,39.236307,38.7134874,-76.3845512,-76.8362831,39.0606983518635,-76.5890816605362,1032.75,72715,57.5976296231145,69.3997728509119,191708,911195,634696,663256,2362367,26,4763222,6.5,1190805.5,51089200.1008909,289212647.300475,183093130.889606,191613612.751495,728851086.854956,7693.90283203125,1443859677.89742,"[[0,24567],[5,27809],[10,10863],[15,3388],[20,1357],[25,775],[30,482],[35,454],[40,314],[45,259],[50,216],[55,152],[60,127],[65,113],[70,88],[75,74],[80,72],[85,71],[90,64],[95,55],[100,48],[105,55],[110,49],[115,46],[120,47],[125,31],[130,29],[135,29],[140,25],[145,25],[150,28],[155,16],[160,27],[165,18],[170,26],[175,21],[180,20],[185,21],[190,17],[195,14],[200,13],[205,20],[210,14],[215,10],[220,20],[225,12],[230,10],[235,7],[240,12],[245,14],[250,18],[255,12],[260,11],[265,4],[270,7],[275,3],[280,10],[285,6],[290,4],[295,3],[300,2],[305,11],[310,6],[315,4],[320,5],[325,4],[330,4],[335,6],[340,6],[345,7],[350,5],[355,4],[360,6],[365,7],[370,7],[375,9],[380,4],[385,6],[390,3],[395,5],[400,6],[405,6],[410,2],[415,10],[420,6],[425,3],[430,4],[435,3],[440,6],[445,11],[450,7],[455,4],[460,4],[465,5],[470,5],[475,3],[480,4],[485,2],[490,8],[500,4],[505,5],[510,3],[515,4],[520,6],[525,4],[530,4],[535,3],[540,1],[545,3],[550,4],[555,1],[560,4],[565,2],[570,5],[575,3],[580,1],[585,7],[590,2],[595,2],[600,3],[605,5],[610,3],[615,1],[620,2],[625,3],[635,5],[640,2],[645,2],[650,9],[655,3],[660,4],[665,3],[670,1],[675,4],[680,3],[685,4],[690,3],[695,1],[700,3],[705,2],[710,5],[715,4],[720,2],[725,3],[730,2],[735,1],[740,3],[745,4],[750,2],[755,6],[760,4],[765,1],[770,3],[775,2],[780,3],[785,2],[790,2],[795,1],[800,3],[805,2],[810,1],[815,1],[820,1],[825,3],[835,3],[840,2],[845,3],[860,1],[865,1],[870,1],[875,1],[880,1],[885,1],[890,2],[895,1],[900,1],[905,3],[910,1],[915,1],[920,2],[930,2],[935,2],[940,1],[945,1],[955,3],[960,1],[965,1],[975,1],[980,1],[990,4],[995,84],[1000,82]]",917515.982777539,291
Anoka County,Minnesota,45.41368,45.0357018,-93.0194085,-93.5120645,45.1994945114794,-93.2686217361931,989.4,78420,91.2646601894857,69.1662477178313,70976,1185768,590695,860102,2308193,29,5015734,7.25,1253933.5,18066345.0548432,358331105.902377,159278008.914594,234533781.754289,664601786.916844,8123.81668701172,1434811028.54295,"[[0,22064],[5,33073],[10,13531],[15,3606],[20,1233],[25,707],[30,543],[35,391],[40,330],[45,237],[50,180],[55,182],[60,134],[65,123],[70,83],[75,106],[80,86],[85,75],[90,64],[95,77],[100,54],[105,76],[110,61],[115,59],[120,54],[125,50],[130,40],[135,30],[140,40],[145,41],[150,27],[155,30],[160,25],[165,28],[170,15],[175,27],[180,28],[185,23],[190,23],[195,22],[200,10],[205,23],[210,19],[215,14],[220,19],[225,10],[230,14],[235,18],[240,14],[245,15],[250,15],[255,7],[260,11],[265,13],[270,17],[275,8],[280,8],[285,12],[290,7],[295,5],[300,14],[305,6],[310,6],[315,10],[320,11],[325,12],[330,11],[335,7],[340,6],[345,5],[350,3],[355,6],[360,11],[365,10],[370,8],[375,6],[380,8],[385,4],[390,9],[395,8],[400,2],[405,5],[410,6],[415,4],[420,5],[425,3],[430,2],[435,4],[440,2],[445,4],[450,1],[455,3],[460,3],[465,3],[470,2],[475,6],[480,5],[485,4],[490,6],[495,4],[500,6],[505,5],[510,3],[515,2],[520,2],[525,6],[530,3],[535,2],[540,8],[545,2],[550,3],[555,2],[560,1],[565,4],[570,5],[575,3],[580,1],[585,4],[590,7],[595,3],[600,5],[605,1],[610,8],[615,2],[620,3],[625,4],[630,5],[640,1],[645,2],[650,7],[655,2],[660,5],[665,3],[670,3],[675,1],[680,2],[685,2],[690,2],[695,2],[700,3],[705,3],[710,2],[715,2],[720,2],[725,1],[730,2],[735,1],[750,1],[755,2],[760,1],[770,1],[775,2],[785,1],[790,1],[795,1],[800,1],[805,3],[810,1],[820,1],[835,2],[840,4],[845,3],[850,3],[855,1],[865,2],[875,1],[880,1],[885,3],[890,1],[895,1],[900,1],[910,2],[915,2],[930,1],[935,1],[940,1],[945,1],[955,1],[960,1],[965,4],[970,1],[975,2],[990,5],[995,98],[1000,41]]",727000.434124048,61
Aransas County,Texas,28.3101629,27.8391523,-96.8023839,-97.2389392,28.028610529841,-97.0714750666257,1119.45,10358,91.4089595375723,81.8749505967908,95184,135360,92606,118824,236500,42,678474,10.5,169618.5,28789965.8515685,48013714.2750365,29737110.5196899,39915454.6492554,82543141.1604431,14060.2262329102,228999386.455994,"[[0,1914],[5,2947],[10,2224],[15,1412],[20,709],[25,352],[30,167],[35,106],[40,99],[45,58],[50,50],[55,30],[60,24],[65,21],[70,32],[75,16],[80,16],[85,16],[90,17],[95,6],[100,7],[105,5],[110,10],[115,7],[120,7],[125,6],[130,8],[135,7],[140,3],[145,3],[150,7],[155,11],[160,1],[165,3],[170,4],[175,5],[180,1],[185,2],[190,2],[200,1],[205,3],[210,1],[215,1],[220,1],[225,1],[230,1],[235,1],[240,1],[270,1],[275,1],[280,1],[285,2],[290,1],[295,1],[320,1],[345,2],[350,1],[370,1],[380,1],[390,1],[395,1],[480,1],[540,1],[545,1],[580,1],[605,1],[655,1],[740,1],[890,1],[920,1],[995,4],[1000,2]]",110756.673904507,15
Arapahoe County,Colorado,39.7399913,39.566061,-104.0377328,-105.0538693,39.6410240760714,-104.849958716205,1262.25,133931,98.8929037743297,82.2459807666327,55253,1879654,1082938,1174300,3371299,26,7563444,6.5,1890861,17246839.5234314,727492886.646425,379148870.424198,399208765.51373,1202523310.09138,9400.75471191406,2725620672.19917,"[[0,43511],[5,55456],[10,17999],[15,5925],[20,2551],[25,1575],[30,1059],[35,785],[40,544],[45,448],[50,338],[55,279],[60,244],[65,208],[70,154],[75,146],[80,116],[85,103],[90,102],[95,85],[100,101],[105,81],[110,77],[115,90],[120,64],[125,71],[130,65],[135,48],[140,55],[145,60],[150,52],[155,48],[160,36],[165,31],[170,41],[175,38],[180,46],[185,33],[190,41],[195,24],[200,26],[205,22],[210,27],[215,35],[220,25],[225,23],[230,26],[235,22],[240,27],[245,24],[250,21],[255,21],[260,19],[265,19],[270,22],[275,19],[280,14],[285,12],[290,18],[295,9],[300,14],[305,15],[310,7],[315,17],[320,12],[325,9],[330,16],[335,12],[340,12],[345,12],[350,9],[355,7],[360,13],[365,10],[370,12],[375,13],[380,9],[385,2],[390,19],[395,7],[400,7],[405,9],[410,6],[415,7],[420,7],[425,11],[430,10],[435,8],[440,5],[445,4],[450,7],[455,6],[460,5],[465,2],[470,7],[475,8],[480,6],[485,3],[490,9],[495,9],[500,5],[505,8],[510,9],[515,1],[520,5],[525,8],[530,4],[535,4],[540,5],[545,7],[550,6],[555,7],[560,7],[565,8],[570,1],[575,4],[580,4],[585,7],[590,9],[595,7],[600,1],[605,5],[610,3],[615,4],[620,1],[625,3],[630,7],[635,4],[640,1],[645,4],[650,5],[655,5],[660,3],[665,3],[670,5],[675,5],[680,1],[685,3],[695,2],[700,8],[705,3],[710,3],[725,2],[730,2],[735,1],[740,4],[745,2],[750,3],[755,2],[760,2],[765,2],[770,5],[775,6],[780,2],[785,4],[790,2],[795,1],[800,1],[810,2],[815,6],[820,3],[830,1],[835,1],[845,4],[850,4],[855,1],[860,2],[865,1],[880,3],[890,1],[895,1],[900,2],[905,2],[910,1],[915,3],[925,1],[930,1],[935,3],[940,1],[945,3],[950,2],[960,2],[965,1],[970,1],[980,2],[985,2],[990,6],[995,73],[1000,35]]",1659586.13726243,3395
Archer County,Texas,33.835423,33.4558893,-98.4347445,-98.9370184,33.7145544270398,-98.597818988293,1195.1,723,30.744974379188,92.6923076923077,4279,12946,7787,10976,10419,56,46407,14,11601.75,1335114.50310059,4934395.67186279,2569341.84909058,3858344.3508606,3744608.77211304,20080.5697509766,16441805.1470276,"[[0,63],[5,131],[10,197],[15,145],[20,99],[25,41],[30,20],[35,8],[40,5],[45,3],[55,2],[60,2],[80,3],[85,1],[90,1],[100,1],[135,1]]",7995.42703131509,1
